"Year","Grp_species","Longitude","Latitude"
2018,"Domestic Dog",39.3447411060194,-8.97563440190215
2018,"Domestic Dog",37.2396725304112,-9.57619530052429
2014,"Wildlife",39.2528636283587,-9.23412367622004
2017,"Wildlife",37.8157327398086,-9.86269166422572
2018,"Domestic Dog",37.3001246406198,-9.63766088649902
2018,"Wildlife",39.0249855218158,-9.2655672931914
2018,"Domestic Dog",37.3041284299806,-10.0880866738461
2019,"Domestic Dog",38.0601818126256,-8.96550184604872
2019,"Domestic Dog",37.687224408839,-9.18818608404489
2018,"Domestic Dog",39.2493534101508,-10.5952054459789
2018,"Domestic Dog",38.3485465141706,-11.221715032815
2017,"Domestic Dog",38.4897079180104,-10.2060604309793
2018,"Domestic Dog",37.2846647948592,-10.1367685547728
2018,"Domestic Dog",39.0803925103252,-10.4501854840996
2018,"Domestic Dog",37.8580355101423,-9.59504185833912
2019,"Domestic Dog",37.4988760958531,-8.72486806691584
2019,"Domestic Dog",38.3945651407045,-9.77947283448742
2018,"Domestic Dog",38.0854305472767,-10.0120875818509
2017,"Domestic Dog",38.9872241300511,-9.29149792978893
2018,"Domestic Dog",39.4167268369735,-8.76299116821882
2018,"Domestic Dog",38.7508269496355,-10.6743712674951
2018,"Domestic Dog",38.3213244475682,-9.63201512052503
2019,"Wildlife",38.0624651521359,-8.21744819567107
2019,"Domestic Dog",37.4540589026679,-8.74580101134247
2019,"Domestic Dog",38.0467696137918,-9.15485398122689
2019,"Domestic Dog",38.7114518967106,-10.540291267606
2019,"Domestic Dog",38.6609212258748,-8.51194014335312
2019,"Domestic Dog",39.6067262479933,-9.20530149622589
2019,"Domestic Dog",38.9138437747922,-10.3895917864921
2019,"Domestic Dog",38.2014654375818,-9.48107998166888
2019,"Domestic Dog",39.1536022819828,-9.75429595795922
2019,"Domestic Dog",39.3530969369359,-10.7845145902985
2019,"Domestic Dog",39.4008650719488,-8.82510821663056
2019,"Domestic Dog",39.2088959797308,-10.2594327849753
2019,"Domestic Dog",37.5982921337291,-8.81437845299831
2019,"Domestic Dog",38.3191996651593,-9.65591812143825
2019,"Domestic Dog",37.9142637265561,-8.83024122938542
2019,"Domestic Dog",38.1081570279445,-8.40349208285483
2019,"Domestic Dog",38.952845453278,-10.2690236446511
2019,"Domestic Dog",38.2576215283059,-9.93498838721837
2019,"Domestic Dog",38.4864190683432,-10.7830457692356
