Region,District,Ward,Village,shpDistrict,shpWard,shpVillage,Population,Notes
Arusha,Karatu,Endabash,Qaru,Karatu,Endabash,Qaru,5225,
Arusha,Karatu,Endabash,Endabash,Karatu,Endabash,Endabash,7091,
Arusha,Karatu,Endabash,Kinihhe,Karatu,Endabash,Kinihhe,2042,
Arusha,Karatu,Endamaghang,Endamaghang,Karatu,Endamaghang,Endamaghang,2713,
Arusha,Karatu,Endamaghang,Mang'ola Barazani,Karatu,Endamaghang,Mang'ola Barazani,13554,
Arusha,Karatu,Endamarariek,Basodowish,Karatu,Endamarariek,Basodowish,5426,
Arusha,Karatu,Endamarariek,Endalah,Karatu,Endamarariek,Endalah,5208,
Arusha,Karatu,Endamarariek,Getamock,Karatu,Endamarariek,Getamock,5620,
Arusha,Karatu,Endamarariek,Endamarariek,Karatu,Endamarariek,Endamarariek,6320,
Arusha,Karatu,Endamarariek,Khusumay,Karatu,Endamarariek,Khusumay,2423,
Arusha,Karatu,Ganako,Ayalabe,Karatu,Ganako,Ayalabe,4553,
Arusha,Karatu,Ganako,Tloma,Karatu,Ganako,Tloma,10928,
Arusha,Karatu,Kansay,Kambi ya Faru,Karatu,Kansay,Kambi ya Faru,3606,
Arusha,Karatu,Kansay,Kansay,Karatu,Kansay,Kansay,3876,
Arusha,Karatu,Kansay,Laja,Karatu,Kansay,Laja,1303,
Arusha,Karatu,Kansay,Ngaibara,Karatu,Kansay,Ngaibara,2451,
Arusha,Karatu,Kansay,Umbang'w,Karatu,Kansay,Umbang'w,2961,
Arusha,Karatu,Karatu,Gyekrum Arusha,Karatu,Karatu,Gyekrum Arusha,6185,
Arusha,Karatu,Karatu,Gyekrum Lambo,Karatu,Karatu,Gyekrum Lambo,5827,
Arusha,Karatu,Karatu,Karatu Mjini,Karatu,Karatu,Karatu mjini,14604,
Arusha,Karatu,Mang'ola,Maleckchand,Karatu,Mang'ola,Maleckchand,3582,
Arusha,Karatu,Mang'ola,Laghangareri,Karatu,Mang'ola,Langhangareri,2505,
Arusha,Karatu,Mang'ola,Mikocheni,Karatu,Mang'ola,Mikocheni,0,
Arusha,Karatu,Mbulumbulu,Lositete,Karatu,Mbulumbulu,Lositete,3352,
Arusha,Karatu,Mbulumbulu,Upper Kitete,Karatu,Mbulumbulu,Upper Kitete,4882,
Arusha,Karatu,Mbulumbulu,Slahhamo,Karatu,Mbulumbulu,Slahhamo,4396,
Arusha,Karatu,Mbulumbulu,Kitete,Karatu,Mbulumbulu,Kitete,3118,
Arusha,Karatu,Mbulumbulu,Kambi ya Simba,Karatu,Mbulumbulu,Kambi ya simba,6016,
Arusha,Karatu,Oldean,Oldean,Karatu,Oldean,Oldean,6870,
Arusha,Karatu,Qurus,Gongali,Karatu,Qurus,Gongali,6410,
Arusha,Karatu,Qurus,Qurus,Karatu,Qurus,Qurus,2770,
Arusha,Karatu,Qurus,Bashay,Karatu,Qurus,Bashay,6739,
Arusha,Karatu,Rhotia,Kilima moja,Karatu,Rhotia,Kilima Moja,5332,
Arusha,Karatu,Rhotia,Chemchem,Karatu,Rhotia,Chemchem,4336,
Arusha,Karatu,Rhotia,Rhotia Kainam,Karatu,Rhotia,Rhotia Kainam,3832,
Arusha,Karatu,Rhotia,Rhotia Kati,Karatu,Rhotia,Rhotia kati,6754,
Arusha,Karatu,Rhotia,Kilimatembo,Karatu,Rhotia,Kilimatembo,4013,
Arusha,Longido,Eleng'ata Dapash,Noondoto,Longido,Eleng'ata Dapash,Noondoto,4710,
Arusha,Longido,Eleng'ata Dapash,Olchoroonyokie,Longido,Eleng'ata Dapash,Olchoroonyokie,2326,
Arusha,Longido,Eleng'ata Dapash,Eleng'ata Dapash,Longido,Eleng'ata Dapash,Eleng'ata Dapash,3185,
Arusha,Longido,Engarenaibor,Sinonik,Longido,Engarenaibor,Sinonik,2975,
Arusha,Longido,Engarenaibor,Ngoswaki,Longido,Engarenaibor,Ngoswaki,3693,
Arusha,Longido,Engarenaibor,Mairowa,Longido,Engarenaibor,Mairowa,4939,
Arusha,Longido,Engikaret,Kiserian,Longido,Engikaret,Kiserian,3243,
Arusha,Longido,Engikaret,Engikaret,Longido,Engikaret,Engikareti,3284,
Arusha,Longido,Gelai lumbwa,Alaililai,Longido,Gelai lumbwa,Alaililai,3176,
Arusha,Longido,Gelai lumbwa,Lumbwa,Longido,Gelai lumbwa,Lumbwa,3022,
Arusha,Longido,Gelai Meirugoi,Magadini,Longido,Gelai Meirugoi,Magadini,1802,
Arusha,Longido,Gelai Meirugoi,Meirugoi,Longido,Gelai Meirugoi,Meirugoi,7371,
Arusha,Longido,Ilorienito,Ilorienito,Longido,Ilorienito,Ilorienito,3532,
Arusha,Longido,Ilorienito,Losirwa,Longido,Ilorienito,Losirwa,2039,
Arusha,Longido,Kamwanga,Kitendeni,Longido,Kamwanga,Kitendeni,1472,
Arusha,Longido,Kamwanga,Irkaswa,Longido,Kamwanga,Irkaswa,4597,
Arusha,Longido,Kamwanga,Kamwanga,Longido,Kamwanga,Kamwanga,4077,
Arusha,Longido,Kimokouwa,Eworendeke,Longido,Kimokouwa,Eworendeke,4809,
Arusha,Longido,Kimokouwa,Kimokouwa,Longido,Kimokouwa,Kimokouwa,2997,
Arusha,Longido,Kitumbeine,Orkejuloongishu,Longido,Kitumbeine,Olkejuloongishu,7233,
Arusha,Longido,Longido,Madukani,Longido,Longido,Madukani,2285,
Arusha,Longido,Longido,Longido Shuleni,Longido,Longido,Longido Shuleni,0,
Arusha,Longido,Longido,Longido Sekondari,Longido,Longido,Longido Sekondari,0,
Arusha,Longido,Matale,Matale B,Longido,Matale,Matale'B',1410,
Arusha,Longido,Matale,Matele A,Longido,Matale,Matele A,3001,
Arusha,Longido,Mundarara,Mundarara,Longido,Mundarara,Mundarara,4881,
Arusha,Longido,Mundarara,Orgira,Longido,Mundarara,Orgira,2420,
Arusha,Longido,Namanga,Namanga,Longido,Namanga,Namanga,9189,
Arusha,Longido,Olmolog,Elerai,Longido,Olmolog,Elerai,2214,
Arusha,Longido,Olmolog,Olmolog,Longido,Olmolog,Olmolog,2890,
Arusha,Longido,Olmolog,Lerang'wa,Longido,Olmolog,Lerang'wa,3660,
Arusha,Longido,Orbomba,Longido,Longido,Orbomba,Longido,7900,
Arusha,Longido,Tingatinga,Sinya,Longido,Tingatinga,Sinya,3700,
Arusha,Longido,Tingatinga,Tingatinga,Longido,Tingatinga,Tingatinga,1523,
Arusha,Longido,Tingatinga,Ngereyani,Longido,Tingatinga,Ngereyani,3598,
Arusha,Meru,Akheri,Akheri,Meru,Akheri,Akheri,2005,
Arusha,Meru,Akheri,Patandi,Meru,Akheri,Patandi,6830,
Arusha,Meru,Akheri,Nguruma,Meru,Akheri,Nguruma,4864,
Arusha,Meru,Kikatiti,Sakila,Meru,Kikatiti,Sakila,5037,
Arusha,Meru,Kikatiti,Kikatiti,Meru,Kikatiti,Kikatiti,8942,
Arusha,Meru,Kikatiti,Ngyeku,Meru,Kikatiti,Ngyeku,2776,
Arusha,Meru,Kikwe,Nambala,Meru,Kikwe,Nambala,2398,
Arusha,Meru,Kikwe,Kikwe,Meru,Kikwe,Kikwe,2426,
Arusha,Meru,Kikwe,Maweni,Meru,Kikwe,Maweni,995,
Arusha,Meru,Kikwe,Karangai,Meru,Kikwe,Karangai,2007,
Arusha,Meru,Kikwe,Valeska,Meru,Kikwe,Valeska,2969,
Arusha,Meru,King'ori,King'ori,Meru,King'ori,King'ori,4788,
Arusha,Meru,King'ori,Nsengony,Meru,King'ori,Nsengony,4585,
Arusha,Meru,King'ori,Ngajisosia,Meru,King'ori,Ngajisosia,3259,
Arusha,Meru,King'ori,Kolila,Meru,King'ori,Kolila,3612,
Arusha,Meru,King'ori,Malula,Meru,King'ori,Malula,3551,
Arusha,Meru,King'ori,Mareu,Meru,King'ori,Mareu,3485,
Arusha,Meru,Leguruki,Miririnyi,Meru,Leguruki,Miririnyi,2817,
Arusha,Meru,Leguruki,Shishton,Meru,Leguruki,Shishton,3564,
Arusha,Meru,Leguruki,Maruvano,Meru,Leguruki,Maruvano,3802,
Arusha,Meru,Leguruki,Leguruki,Meru,Leguruki,Leguruki,4248,
Arusha,Meru,Leguruki,Nkoasenga,Meru,Leguruki,Nkoasenga,3205,
Arusha,Meru,Maji ya chai,Ngurdoto,Meru,Maji ya chai,Ngurdoto,4435,
Arusha,Meru,Maji ya chai,Maji ya Chai,Meru,Maji ya chai,Maji ya chai,5277,
Arusha,Meru,Maji ya chai,Kitefu,Meru,Maji ya chai,Kitefu,3705,
Arusha,Meru,Maji ya chai,Imbaseny,Meru,Maji ya chai,Imbaseny,12222,
Arusha,Meru,Maji ya chai,Ngong'ongare,Meru,Maji ya chai,Ngong'ongare,3674,
Arusha,Meru,Makiba,Majengo,Meru,Makiba,Majengo,4799,
Arusha,Meru,Makiba,Makiba,Meru,Makiba,Makiba,3925,
Arusha,Meru,Makiba,Patanumbe,Meru,Makiba,Patanumbe,3150,
Arusha,Meru,Maroroni,Kwaugoro,Meru,Maroroni,Kwaugoro,4942,
Arusha,Meru,Maroroni,Maroroni,Meru,Maroroni,Maroroni,4889,
Arusha,Meru,Maroroni,Samaria,Meru,Maroroni,Samaria,4272,
Arusha,Meru,Mbuguni,Mikungani,Meru,Mbuguni,Mikungani,3581,
Arusha,Meru,Mbuguni,Mbuguni,Meru,Mbuguni,Mbuguni,4393,
Arusha,Meru,Mbuguni,Shambarai Burka,Meru,Mbuguni,Shambarai Burka,4366,
Arusha,Meru,Mbuguni,Msitu wa Mbogo,Meru,Mbuguni,Msitu wa mbogo,1059,
Arusha,Meru,Mbuguni,Kikuletwa,Meru,Mbuguni,Kikuletwa,2731,
Arusha,Meru,Ngarenanyuki,Ngabobo,Meru,Ngarenanyuki,Ngabobo,2534,
Arusha,Meru,Ngarenanyuki,Olkong'wado,Meru,Ngarenanyuki,Olkong'wado,8402,
Arusha,Meru,Ngarenanyuki,Kisimiri chini,Meru,Ngarenanyuki,Kisimiri chini,5013,
Arusha,Meru,Ngarenanyuki,Uwiro,Meru,Ngarenanyuki,Uwiro,4430,
Arusha,Meru,Nkoanrua,Loita-Nkoamala,Meru,Nkoanrua,Loita-Nkoamala,2068,
Arusha,Meru,Nkoanrua,Kipande-Nkoavele,Meru,Nkoanrua,Kipande-Nkoavele,2760,
Arusha,Meru,Nkoanrua,Nkoanrua,Meru,Nkoanrua,Nkoanrua,4241,
Arusha,Meru,Nkoanrua,Ambureni-Moivaro,Meru,Nkoanrua,Ambereni-moivaro,9451,
Arusha,Meru,Nkoaranga,Nkoanekoli,Meru,Nkoaranga,Nkoanekoli,2798,
Arusha,Meru,Nkoaranga,Sangananu,Meru,Nkoaranga,Sangananu,1287,
Arusha,Meru,Nkoaranga,Nshupu,Meru,Nkoaranga,Nshupu,3844,
Arusha,Meru,Nkoaranga,Nkoaranga,Meru,Nkoaranga,Nkoaranga,3354,
Arusha,Meru,Nkoaranga,Ngyani,Meru,Nkoaranga,Ngyani,2646,
Arusha,Meru,Nkoarisambu,Mfulony,Meru,Nkoarisambu,Mfulony,2127,
Arusha,Meru,Nkoarisambu,Nkoarisambu,Meru,Nkoarisambu,Nkoarisambu,2571,
Arusha,Meru,Nkoarisambu,Kimundo,Meru,Nkoarisambu,Kimundo,2661,
Arusha,Meru,Poli,Poli,Meru,Poli,Poli,2367,
Arusha,Meru,Poli,Ndatu,Meru,Poli,Ndatu,5329,
Arusha,Meru,Poli,Njoro,Meru,Poli,Njoro,1811,
Arusha,Meru,Seela Sing'isi,Seela,Meru,Seela Sing'isi,Seela,3238,
Arusha,Meru,Seela Sing'isi,Sing'is,Meru,Seela Sing'isi,Singisi,6871,
Arusha,Meru,Songoro,Ushili,Meru,Songoro,Ushili,1267,
Arusha,Meru,Songoro,Sura,Meru,Songoro,Sura,1626,
Arusha,Meru,Songoro,Urisho,Meru,Songoro,Urisho,2054,
Arusha,Meru,Songoro,Songoro,Meru,Songoro,Songoro,2345,
Arusha,Meru,Songoro,Mulala,Meru,Songoro,Mulala,2212,
Arusha,Meru,Songoro,Kilinga,Meru,Songoro,Kilinga,1814,
Arusha,Meru,Usa River,Leki Tatu,Meru,Usa River,Lekitatu,3405,
Arusha,Meru,Usa River,Manyata,Meru,Usa River,Manyata,1377,
Arusha,Meru,Usa River,Usa River,Meru,Usa River,Usa River,18655,
Arusha,Monduli,Engaruka,Engaruka Juu,Monduli,Engaruka,Engaruka juu,5764,
Arusha,Monduli,Engaruka,Engaruka chini,Monduli,Engaruka,Engaruka chini,5357,
Arusha,Monduli,Engaruka,Selela Ward,Monduli,Engaruka,Selela Ward,8703,
Arusha,Monduli,Engaruka,Selela,Monduli,Engaruka,Selela,4691,
Arusha,Monduli,Engaruka,Mbaashi,Monduli,Engaruka,Mbaashi,4012,
Arusha,Monduli,Engutoto,Sinon -Ngarash,Monduli,Engutoto,Ngarash Sinoni,2323,
Arusha,Monduli,Engutoto,Olarash,Monduli,Engutoto,Olarash,2431,
Arusha,Monduli,Engutoto,Mlimani,Monduli,Engutoto,Mlimani,2215,
Arusha,Monduli,Esilalei,Losirwa,Monduli,Esilalei,Losirwa,9357,
Arusha,Monduli,Esilalei,Esilalei,Monduli,Esilalei,Esilalei,3687,
Arusha,Monduli,Esilalei,Oltukai,Monduli,Esilalei,Oltukai,1551,
Arusha,Monduli,Lepurko,Losimingori,Monduli,Lepurko,Losimingori,3541,
Arusha,Monduli,Lepurko,Lepurko,Monduli,Lepurko,Lepurko,4610,
Arusha,Monduli,Lolkisale,Lolkisale,Monduli,Lolkisale,Lolkisale,8542,
Arusha,Monduli,Lolkisale,Tukusi,Monduli,Lolkisale,Tukusi,1514,
Arusha,Monduli,Majengo,Migombani,Monduli,Majengo,Migombani,4221,
Arusha,Monduli,Majengo,Majengo,Monduli,Majengo,Majengo,3632,
Arusha,Monduli,Makuyuni,Makuyuni,Monduli,Makuyuni,Makuyuni,5597,
Arusha,Monduli,Makuyuni,Naiti,Monduli,Makuyuni,Naiti,2594,
Arusha,Monduli,Makuyuni,Mbuyuni,Monduli,Makuyuni,Mbuyuni,3037,
Arusha,Monduli,Meserani,Meserani Juu,Monduli,Meserani,Meserani juu,6541,
Arusha,Monduli,Meserani,Meserani Chini,Monduli,Meserani,Meserani chini,2572,
Arusha,Monduli,Meserani,Naalarami,Monduli,Meserani,Naalarami,2188,
Arusha,Monduli,Moita,Moita Kipok,Monduli,Moita,Moita Kipok,5242,
Arusha,Monduli,Moita,Moita Bwawani,Monduli,Moita,Moita Bwawani,3736,
Arusha,Monduli,Moita,Kilimatinde,Monduli,Moita,Kilimatinde,2362,
Arusha,Monduli,Monduli juu,Eluai,Monduli,Monduli juu,Eluay,4809,
Arusha,Monduli,Monduli juu,Enguiki,Monduli,Monduli juu,Enguiki,4745,
Arusha,Monduli,Monduli juu,Mfereji,Monduli,Monduli juu,Mfereji,6359,
Arusha,Monduli,Monduli Mjini,Sabasaba,Monduli,Monduli Mjini,Sabasaba,1879,
Arusha,Monduli,Monduli Mjini,Monduli,Monduli,Monduli Mjini,Monduli,2964,
Arusha,Monduli,Monduli Mjini,Mashariki,Monduli,Monduli Mjini,Mashariki,1314,
Arusha,Monduli,Monduli Mjini,Sinoni kati,Monduli,Monduli Mjini,Sinoni kati,1640,
Arusha,Monduli,Mswakini,Mswakini Chini,Monduli,Mswakini,Mswakini Chini,1833,
Arusha,Monduli,Mswakini,Mswakini Juu,Monduli,Mswakini,Mswakini Juu,2190,
Arusha,Monduli,Mswakini,Naitolia,Monduli,Mswakini,Naitolia,1753,
Arusha,Monduli,Mto wa Mbu,Barabarani,Monduli,Mto wa Mbu,Barabarani,11405,
Arusha,Monduli,Mto wa Mbu,Lepurko Ward,Monduli,Mto wa Mbu,Lepurko Ward,8151,
Arusha,Monduli,Mto wa Mbu,Losimingori,Monduli,Mto wa Mbu,Losimingori,3541,
Arusha,Monduli,Mto wa Mbu,Lepurko,Monduli,Mto wa Mbu,Lepurko,4610,
Arusha,Monduli,Selela,Selela,Monduli,Selela,Selela,4691,
Arusha,Monduli,Selela,Mbaashi,Monduli,Selela,Mbaash,4012,
Arusha,Monduli,Sepeko,Arkaria,Monduli,Sepeko,Arkaria,2961,
Arusha,Monduli,Sepeko,Lendikinya,Monduli,Sepeko,Lendikinya,3206,
Arusha,Monduli,Sepeko,Lashaine,Monduli,Sepeko,Lashaine,4734,
Arusha,Monduli,Sepeko,Arkatani,Monduli,Sepeko,Arkatani,3652,
Arusha,Monduli,Sepeko,Mti mmoja,Monduli,Sepeko,Mti mmoja,2167,
Arusha,Ngorongoro,Alailelai,Alailelai,Ngorongoro,Alailelai,Alailelai,7351,
Arusha,Ngorongoro,Arash,Arash,Ngorongoro,Arash,Arash,7841,
Arusha,Ngorongoro,Digodigo,Tinaga,Ngorongoro,Digodigo,Tinaga,1024,
Arusha,Ngorongoro,Digodigo,Kisangiro,Ngorongoro,Digodigo,Kisangiro,1909,
Arusha,Ngorongoro,Digodigo,Digodigo,Ngorongoro,Digodigo,Digodigo,3340,
Arusha,Ngorongoro,Digodigo,Mgholo,Ngorongoro,Digodigo,Mugholo,1921,
Arusha,Ngorongoro,Enduleni,Enduleni,Ngorongoro,Enduleni,Endulen,9422,
Arusha,Ngorongoro,Enduleni,Esere,Ngorongoro,Enduleni,Esere,3068,
Arusha,Ngorongoro,Enduleni,Olpiro,Ngorongoro,Enduleni,Olpiro,1047,
Arusha,Ngorongoro,Engusero Sambu,Enguserosambu,Ngorongoro,Engusero Sambu,Engusero Sambu,1521,
Arusha,Ngorongoro,Kakesio,Kakesio,Ngorongoro,Kakesio,Kakesio,2882,
Arusha,Ngorongoro,Kakesio,Osinoni,Ngorongoro,Kakesio,Osinoni,2655,
Arusha,Ngorongoro,Maalon,Losoito-Maalon,Ngorongoro,Maalon,Losoito/Maalon,4353,
Arusha,Ngorongoro,Malambo,Malambo,Ngorongoro,Malambo,Malambo,8926,
Arusha,Ngorongoro,Malambo,Piyaya,Ngorongoro,Malambo,Piyaya,5300,
Arusha,Ngorongoro,Nainokanoka,Bulat,Ngorongoro,Nainokanoka,Bulati,4690,
Arusha,Ngorongoro,Nainokanoka,Irkeepus,Ngorongoro,Nainokanoka,Irkeepus,5423,
Arusha,Ngorongoro,Nainokanoka,Nainokanoka,Ngorongoro,Nainokanoka,Nainikanoka,2858,
Arusha,Ngorongoro,Naiyobi,Naiyobi,Ngorongoro,Naiyobi,Naiyobi,4923,
Arusha,Ngorongoro,Naiyobi,Kapenjiro,Ngorongoro,Naiyobi,Kapenjiro,4210,
Arusha,Ngorongoro,Ngorongoro,Misigiyo,Ngorongoro,Ngorongoro,Misigiyo,7236,
Arusha,Ngorongoro,Ngorongoro,Oloirobi,Ngorongoro,Ngorongoro,Oloirobi,4385,
Arusha,Ngorongoro,Ngorongoro,Makao,Ngorongoro,Ngorongoro,Makao,965,
Arusha,Ngorongoro,Olbaibal,Meshili,Ngorongoro,Olbaibal,Meshili,4818,
Arusha,Ngorongoro,Olbaibal,Ngoile,Ngorongoro,Olbaibal,Ngoile,4151,
Arusha,Ngorongoro,Oldonyo Sambu,Oldonyosambu,Ngorongoro,Oldonyo Sambu,Oldonyo Sambu,5233,
Arusha,Ngorongoro,Olgosorok,Enguserosambu,Ngorongoro,Olgosorok,Engusero Sambu,6811,
Arusha,Ngorongoro,Olgosorok,Sakala,Ngorongoro,Olgosorok,Sakala,2466,
Arusha,Ngorongoro,Olgosorok,Loliondo,Ngorongoro,Olgosorok,Loliondo,2991,
Arusha,Ngorongoro,Oloipiri,Soit-Sambu,Ngorongoro,Oloipiri,Soitsambu,1617,
Arusha,Ngorongoro,Oloipiri,Oloipiri,Ngorongoro,Oloipiri,Oloipiri,2497,
Arusha,Ngorongoro,Oloirien,Oloirien Magaiduru,Ngorongoro,Oloirien,Oloirien Magaiduru,9485,
Arusha,Ngorongoro,Ololosokwan,Ololosokwan,Ngorongoro,Ololosokwan,Ololosokwan,6557,
Arusha,Ngorongoro,Pinyinyi,Pinyinyi,Ngorongoro,Pinyinyi,Pinyinyi,4693,
Arusha,Ngorongoro,Pinyinyi,Ngaresero,Ngorongoro,Pinyinyi,Ngaresero,3789,
Arusha,Ngorongoro,Sale,Sale,Ngorongoro,Sale,Sale,4384,
Arusha,Ngorongoro,Samunge,Yasi mdito,Ngorongoro,Samunge,Yasi Mdito,1928,
Arusha,Ngorongoro,Samunge,Samunge,Ngorongoro,Samunge,Samunge,1982,
Arusha,Ngorongoro,Samunge,Mgongo,Ngorongoro,Samunge,Mgongo,2668,
Arusha,Ngorongoro,Soitsambu,Soit-Sambu,Ngorongoro,Soitsambu,Soitsambu,10956,
Mara,Bunda,Balili,Nyamakokoto,Bunda,Balili,Nyamakokoto,10441,
Mara,Bunda,Balili,Balili,Bunda,Balili,Balili,5083,
Mara,Bunda,Bunda Mjini,Bunda Mjini,Bunda,Bunda Mjini,Bunda Mjini,17280,
Mara,Bunda,Bunda Stoo,Bunda Stoo,Bunda,Bunda Stoo,Bunda Stoo,12632,
Mara,Bunda,Butimba,Mwiseni,Bunda,Butimba,Mwiseni,2211,
Mara,Bunda,Butimba,Bulamba,Bunda,Butimba,Bulamba,3535,
Mara,Bunda,Butimba,Buzimbwe,Bunda,Butimba,Buzimbwe,2759,
Mara,Bunda,Chitengule,Bunere,Bunda,Chitengule,Bunere,1721,
Mara,Bunda,Chitengule,Nakatuba,Bunda,Chitengule,Nakatuba,2350,
Mara,Bunda,Chitengule,Namalebe,Bunda,Chitengule,Namalebe,3773,
Mara,Bunda,Chitengule,Chitengule,Bunda,Chitengule,Chitengule,3310,
Mara,Bunda,Chitengule,Busambara,Bunda,Chitengule,Busambara,1759,
Mara,Bunda,Guta,Kinyambwiga,Bunda,Guta,Kinyambwiga,2735,
Mara,Bunda,Guta,Kunanga,Bunda,Guta,Kunanga,1958,
Mara,Bunda,Guta,Tairo,Bunda,Guta,Tairo,3219,
Mara,Bunda,Guta,Guta ''A'',Bunda,Guta,Guta 'A',3243,
Mara,Bunda,Guta,Guta ''B'',Bunda,Guta,Guta 'B',2514,
Mara,Bunda,Guta,Nyabehu,Bunda,Guta,Nyabehu,2006,
Mara,Bunda,Hunyari,Mariwanda,Bunda,Hunyari,Mariwanda,6559,
Mara,Bunda,Hunyari,Kihumbu,Bunda,Hunyari,Kihumbu,3458,
Mara,Bunda,Hunyari,Hunyari,Bunda,Hunyari,Hunyari,4552,
Mara,Bunda,Igundu,Namalama,Bunda,Igundu,Namalama,1871,
Mara,Bunda,Igundu,Mchigondo,Bunda,Igundu,Mchigondo,3260,
Mara,Bunda,Igundu,Igundu,Bunda,Igundu,Igundu,4118,
Mara,Bunda,Igundu,Bulenda Bufwe,Bunda,Igundu,Bulenda Bufwe,3257,
Mara,Bunda,Iramba,Mugara,Bunda,Iramba,Mugara,2396,
Mara,Bunda,Iramba,Nyarugoma,Bunda,Iramba,Nyarugoma,2198,
Mara,Bunda,Iramba,Isanju,Bunda,Iramba,Isanju,2216,
Mara,Bunda,Iramba,Mwiruruma,Bunda,Iramba,Mwiruruma,2031,
Mara,Bunda,Iramba,Sikiro,Bunda,Iramba,Sikiro,1873,
Mara,Bunda,Kabasa,Nyasana,Bunda,Kabasa,Nyasana,1673,
Mara,Bunda,Kabasa,Kabasa,Bunda,Kabasa,Kabasa,3689,
Mara,Bunda,Kabasa,Kung'ombe,Bunda,Kabasa,Kung'ombe,3542,
Mara,Bunda,Kabasa,Bitaraguru,Bunda,Kabasa,Bitaraguru,4328,
Mara,Bunda,Kasuguti,Kabainja,Bunda,Kasuguti,Kabainja,2515,
Mara,Bunda,Kasuguti,Ragata,Bunda,Kasuguti,Ragata,2181,
Mara,Bunda,Kasuguti,Kasuguti,Bunda,Kasuguti,Kasuguti,2389,
Mara,Bunda,Ketare,Bigegu,Bunda,Ketare,Bigegu,2186,
Mara,Bunda,Ketare,Nyaburundu,Bunda,Ketare,Nyaburundu,3185,
Mara,Bunda,Ketare,Marambeka,Bunda,Ketare,Marambeka,2183,
Mara,Bunda,Ketare,Tiring'ati,Bunda,Ketare,Tiring'ati,1289,
Mara,Bunda,Kibara,Mwibara,Bunda,Kibara,Mwibara,2436,
Mara,Bunda,Kibara,Kibara ''A'',Bunda,Kibara,Kibara 'A',1430,
Mara,Bunda,Kibara,Kibara ''B'',Bunda,Kibara,Kibara 'B',2182,
Mara,Bunda,Kibara,Kibara Stoo,Bunda,Kibara,Kibara Stoo,2364,
Mara,Bunda,Kisorya,Masahunga,Bunda,Kisorya,Masahunga,2462,
Mara,Bunda,Kisorya,Nambubi,Bunda,Kisorya,Nambubi,3103,
Mara,Bunda,Kisorya,Kisorya,Bunda,Kisorya,Kisorya,2383,
Mara,Bunda,Kisorya,Nampangala,Bunda,Kisorya,Nampangala,2231,
Mara,Bunda,Kunzugu,Serengeti,Bunda,Kunzugu,Serengeti,1454,
Mara,Bunda,Kunzugu,Nyatwali,Bunda,Kunzugu,Nyatwali,2466,
Mara,Bunda,Kunzugu,Tamau,Bunda,Kunzugu,Tamau,2143,
Mara,Bunda,Kunzugu,Kuzungu,Bunda,Kunzugu,Kunzugu,2736,
Mara,Bunda,Kunzugu,Bukore,Bunda,Kunzugu,Bukore,2449,
Mara,Bunda,Mcharo,Mcharo,Bunda,Mcharo,Mcharo,1567,
Mara,Bunda,Mcharo,Kisangwa,Bunda,Mcharo,Kisangwa,1647,
Mara,Bunda,Mcharo,Changuge,Bunda,Mcharo,Changuge,2265,
Mara,Bunda,Mcharo,Nyamatoke,Bunda,Mcharo,Nyamatoke,2343,
Mara,Bunda,Mcharo,Mihale,Bunda,Mcharo,Mihale,2294,
Mara,Bunda,Mihingo,Mekomariro,Bunda,Mihingo,Mekomariro,4583,
Mara,Bunda,Mihingo,Mahanga,Bunda,Mihingo,Mahanga,1785,
Mara,Bunda,Mihingo,Manchimweru,Bunda,Mihingo,Manchimweru,3359,
Mara,Bunda,Mihingo,Mihingo,Bunda,Mihingo,Mihingo,3435,
Mara,Bunda,Mugeta,Sanzate,Bunda,Mugeta,Sanzate,3503,
Mara,Bunda,Mugeta,Nyang'aranga,Bunda,Mugeta,Nyang'aranga,4288,
Mara,Bunda,Mugeta,Tingirima,Bunda,Mugeta,Tingirima,2473,
Mara,Bunda,Mugeta,Kyandege,Bunda,Mugeta,Kyandege,1763,
Mara,Bunda,Mugeta,Mugeta,Bunda,Mugeta,Mugeta,2336,
Mara,Bunda,Namhula,Namhula,Bunda,Namhula,Namhula,3775,
Mara,Bunda,Namhula,Muranda,Bunda,Namhula,Muranda,2348,
Mara,Bunda,Namhula,Chingurubila,Bunda,Namhula,Chingurubila,2148,
Mara,Bunda,Namhula,Karukekere,Bunda,Namhula,Karukekere,4880,
Mara,Bunda,Nampindi,Bwanza,Bunda,Nampindi,Bwanza,2351,
Mara,Bunda,Nampindi,Sunsi,Bunda,Nampindi,Sunsi,2878,
Mara,Bunda,Nampindi,Busambu,Bunda,Nampindi,Busambu,1908,
Mara,Bunda,Nampindi,Makwa,Bunda,Nampindi,Makwa,2501,
Mara,Bunda,Nansimo,Kigaga,Bunda,Nansimo,Kigaga,2279,
Mara,Bunda,Nansimo,Mwitende,Bunda,Nansimo,Mwitende,2580,
Mara,Bunda,Nansimo,Nansimo,Bunda,Nansimo,Nansimo,2931,
Mara,Bunda,Nansimo,Nambaza,Bunda,Nansimo,Nambaza,2489,
Mara,Bunda,Nansimo,Nafuba [Kisiwa],Bunda,Nansimo,Nafuba,2435,
Mara,Bunda,Neruma,Mumagunga,Bunda,Neruma,Mumagunga,1611,
Mara,Bunda,Neruma,Neruma,Bunda,Neruma,Neruma,4055,
Mara,Bunda,Neruma,Haruzare,Bunda,Neruma,Haruzale,1602,
