"","District","est_dogs","Pop2014","Gr","pred.dogs.per1000pop","pred.dogs.per1000pop.lwr","pred.dogs.per1000pop.upr","HumanDogRatio","HumanDogRatio.upr","HumanDogRatio.lwr","Dog_Hum_Ratio","Dog_Hum_Ratio.lwr","Dog_Hum_Ratio.upr","Numdogs","Numdogs.lwr","Numdogs.upr","MvCI","Ppop.lvst","Ppop.peas"
"kilolo","kilolo",NA,222514.413,1,56.0562095897754,18.3659454972492,171.093757957818,17.8392368538311,5.84474858659977,54.4485989109452,0.0560562095897754,0.0183659454972492,0.171093757957818,12473.3145718738,4086.68758151039,38070.8271199479,1,-4.8283137373023,-0.188742124596877
"butiama","butiama",NA,251497.9728,2,56.6588120219961,18.5506652921649,173.051528297465,17.6495052457468,5.77862564889377,53.9064224517253,0.0566588120219961,0.0185506652921649,0.173051528297465,14249.5763647883,4665.4547150708,43522.1085567544,1,-4.71053070164592,-0.265268477614881
"wang'ing'ombe","wang'ing'ombe",NA,165068.5016,1,56.883902978429,18.6251568910953,173.731605966034,17.5796657338933,5.75600504260295,53.6908228933149,0.056883902978429,0.0186251568910953,0.173731605966034,9389.74062980905,3074.42674007801,28677.6158773748,1,-4.8283137373023,-0.157824085193567
"rorya","rorya",NA,275956.7364,2,57.893362584519,18.9085927768801,177.254937524526,17.2731372882356,5.64159178844671,52.8860085887892,0.057893362584519,0.0189085927768801,0.177254937524526,15976.0633980457,5217.95355262446,48914.694070054,1,-4.50986000618377,-0.388607991041742
"kasulu ","kasulu ",NA,478422.1384,6,57.9385156156112,18.9539742893245,177.10647595587,17.2596758714777,5.64632091854829,52.7593835854908,0.0579385156156112,0.0189539742893245,0.17710647595587,27719.0685365425,9068.00091067723,84731.6589512957,1,-4.71053070164592,-0.218156009803171
"sumbawanga rural","sumbawanga rural",NA,350163.0854,7,58.3367641720918,19.05018123077,178.642817768757,17.1418489556608,5.59776212942656,52.4929389325069,0.0583367641720918,0.01905018123077,0.178642817768757,20427.3813347518,6670.67023719561,62554.120254458,1,-4.50986000618377,-0.372514007968478
"rombo","rombo",NA,266208.3563,1,58.3916936608975,19.0861869261889,178.641752895632,17.1257234942931,5.59779549736185,52.3939120929314,0.0583916936608975,0.0190861869261889,0.178641752895632,15544.3567910407,5080.90244965531,47555.9274048971,1,-4.60517018598809,-0.29035230100766
"tarime","tarime",NA,353416.5972,2,59.4095756267601,19.3912764101942,182.014716385366,16.8323033694515,5.49406124877715,51.5695810242944,0.0594095756267601,0.0193912764101942,0.182014716385366,20996.3300591056,6853.19892425547,64327.021705239,1,-4.50986000618377,-0.334075112021491
"lushoto","lushoto",NA,512335.6164,2,59.652677284718,19.4892783961553,182.584590096301,16.7637069368584,5.47691346500035,51.3102629904076,0.059652677284718,0.0194892783961553,0.182584590096301,30562.1911865763,9985.05146028545,93544.5885121296,1,-4.71053070164592,-0.156653810045377
"songea rural","songea rural",NA,177314.8021,1,61.5183516408522,20.0656525074872,188.606255749491,16.2553120057257,5.30205106944179,49.8364057499184,0.0615183516408522,0.0200656525074872,0.188606255749491,10908.1143467159,3557.93720337246,33442.6809130429,1,-4.60517018598809,-0.180323554131282
"babati urban","babati urban",NA,94979.4708,1,61.6081133107602,19.9190196021265,190.54952008312,16.231628372644,5.24797963051173,50.2032740553779,0.0616081133107602,0.0199190196021265,0.19054952008312,5851.50599924244,1891.8979406648,18098.2925786887,1,-4.07454193492592,-0.623621117911335
"kilindi","kilindi",NA,261108.3825,5,61.8283128980158,17.7709776189345,215.111422555724,16.1738199398951,4.64875359996725,56.2715243608503,0.0618283128980158,0.0177709776189345,0.215111422555724,16143.8907735048,4640.1512215237,56167.3956007992,0,-2.74887219562247,-0.156653810045377
"biharamulo","biharamulo",NA,370359.1214,7,63.0734120596572,20.5268920087691,193.806997530254,15.8545410394821,5.15977241659654,48.7165811352639,0.0630734120596572,0.0205268920087691,0.193806997530254,23359.8134741148,7602.32168944041,71778.1893264769,1,-4.42284862919414,-0.281037529733112
"ulanga","ulanga",19624.820664525,281353.8627,3,63.7927064683078,20.7633145300086,195.995171805067,15.6757732249031,5.10216650129821,48.1618673432283,0.0637927064683078,0.0207633145300086,0.195995171805067,17948.3243769457,5841.83874547296,55143.9986579057,1,-4.50986000618377,-0.183922838160928
"bunda","bunda",NA,355466.2149,3,64.626518592791,20.9944310310681,198.937846862519,15.4735242091711,5.02669560252692,47.6316790162197,0.064626518592791,0.0209944310310681,0.198937846862519,22972.5439463439,7462.81093259289,70715.6834245756,1,-4.3428059215206,-0.297059234264378
"handeni urban","handeni urban",NA,85506.9696,4,67.3179384626784,21.7688371087172,208.173951425741,14.8548815194988,4.80367497062531,45.9372264584384,0.0673179384626784,0.0217688371087172,0.208173951425741,5756.15291766292,1861.38729288244,17800.3237360727,1,-4.13516655674236,-0.385662480811985
"musoma","musoma",NA,189217.8804,3,67.7843056584267,21.9575533901172,209.254283114395,14.7526774861296,4.77887470266652,45.542414595703,0.0677843056584267,0.0219575533901172,0.209254283114395,12826.0026410732,4154.76171124781,39594.6519155273,1,-4.26869794936688,-0.258770728957361
"kahama rural","kahama rural",NA,544963.6008,2,68.9653236823892,22.2586424177531,213.679512943847,14.5000406958919,4.6799058375933,44.9263697772699,0.0689653236823892,0.0222586424177531,0.213679512943847,37583.5911242923,12130.1499208983,116447.556791069,1,-4.07454193492592,-0.385662480811985
"gairo","gairo",NA,204765.3699,3,69.1020994423451,22.3635377630062,213.521679706631,14.471340351017,4.68336518040676,44.7156443044624,0.0691020994423451,0.0223635377630062,0.213521679706631,14149.7169531784,4579.27808231459,43721.8457267976,1,-4.26869794936688,-0.218156009803171
"moshi","moshi",NA,485593.1748,2,70.2016693920402,22.5322263212356,218.721146999337,14.2446754993178,4.57203161980049,44.3808785578167,0.0702016693920402,0.0225322263212356,0.218721146999337,34089.4515163408,10941.4953146409,106209.496167306,1,-3.86323284125871,-0.525939261576039
"urambo","urambo",NA,208511.9296,4,70.6259420627046,22.775098542001,219.012167303943,14.1591031679572,4.56595636813279,43.9076036556257,0.0706259420627046,0.022775098542001,0.219012167303943,14726.3514593123,4748.87974382278,45666.6496104231,1,-4.07454193492592,-0.335472736288129
"karagwe","karagwe",NA,366052.05,5,71.2719283654435,22.9956047058238,220.898203718141,14.0307695180148,4.52697207658586,43.4865711422993,0.0712719283654435,0.0229956047058238,0.220898203718141,26089.2354856238,8417.58824355646,80860.2403123432,1,-4.13516655674236,-0.265268477614881
"shinyanga rural","shinyanga rural",NA,347927.4468,2,73.4410717674412,23.5458534351955,229.067552687994,13.6163590200127,4.36552444143876,42.4703229701258,0.0734410717674412,0.0235458534351955,0.229067552687994,25552.1645903014,8192.24866843459,79698.8887514584,1,-3.86323284125871,-0.430782916092454
"mpwapwa","mpwapwa",NA,317380.2624,2,73.6821786234206,23.6718897872873,229.346431378253,13.5718028250883,4.36021608878115,42.2441980334429,0.0736821786234206,0.0236718897872873,0.229346431378253,23385.2691857049,7512.99059219313,72790.0305713335,1,-3.9633162998157,-0.339677367570161
"busega","busega",NA,211822.3188,2,76.1134049689891,24.3454409985419,237.960381014264,13.1382901659364,4.20238022706837,41.0754522811844,0.0761134049689891,0.0243454409985419,0.237960381014264,16122.5179322947,5156.90776451974,50405.319688973,1,-3.81671282562382,-0.39452516806983
"hai","hai",NA,219038.5332,2,77.454600295861,24.677630274861,243.103370954665,12.9107889806442,4.11347648563247,40.5225294674544,0.077454600295861,0.024677630274861,0.243103370954665,16965.5420383977,5405.35193825747,53249.0057898852,1,-3.68887945411394,-0.465215112513938
"iramba","iramba",NA,270519.2618,7,79.0775012990093,25.2032188811315,248.11319701613,12.6458219287782,4.03041842201965,39.6774715450594,0.0790775012990093,0.0252032188811315,0.24811319701613,21391.9872763965,6817.95616670752,67119.3988996413,1,-3.72970144863419,-0.387134151423441
"kongwa","kongwa",NA,322495.9092,2,79.1406368619721,25.2930211323227,247.627215829689,12.6357335453856,4.03832832610683,39.5365976554723,0.0791406368619721,0.0252930211323227,0.247627215829689,25522.5316394687,8156.89584648321,79858.7641116601,1,-3.86323284125871,-0.273121921120451
"bariadi","bariadi",NA,440001.8064,2,79.4626750467896,25.3455252000326,249.129448916828,12.5845247395859,4.01397748980632,39.4546963263841,0.0794626750467896,0.0253455252000326,0.249129448916828,34963.7205619636,11152.076872171,109617.407550841,1,-3.77226106305299,-0.341082849178896
"kwimba","kwimba",NA,431265.3981,3,79.814481602928,25.4753651932209,250.059279826902,12.5290546266395,3.99905174761852,39.2536080411559,0.079814481602928,0.0254753651932209,0.250059279826902,34421.2241826319,10986.6435117973,107841.914863148,1,-3.81671282562382,-0.294371060602578
"handeni","handeni",NA,299220.3136,4,82.0347606499071,26.1930653044246,256.926857420951,12.1899545031601,3.89215829764964,38.1780440119423,0.0820347606499071,0.0261930653044246,0.256926857420951,24546.4668077662,7837.49721453521,76877.7348497595,1,-3.9633162998157,-0.113168698105638
"kisarawe","kisarawe",5106.31749982655,103640.1198,1,83.3820029725112,26.527712758021,262.086614218396,11.9929956627412,3.81553252149957,37.6964274727242,0.0833820029725112,0.026527712758021,0.262086614218396,8641.72077723502,2749.33532826129,27162.6880955709,1,-3.77226106305299,-0.239527030564734
"mlele","mlele",NA,293983.7472,2,83.383493047637,26.4122588210687,263.241662136037,11.9927813461676,3.79879078366868,37.8612070544422,0.083383493047637,0.0264122588210687,0.263241662136037,24513.3917407695,7764.77482023404,77388.7702539084,1,-3.57555076880693,-0.404965233066513
"kaliua","kaliua",NA,433677.195,5,83.3887939212316,26.4635684167308,262.764674897032,11.9920189869228,3.80568659159328,37.787798843023,0.0833887939212316,0.0264635684167308,0.262764674897032,36163.8182421927,11476.6461206584,113955.047154432,1,-3.64965874096066,-0.342490308946776
"maswa","maswa",NA,351041.9125,1,83.4310552177684,26.5613355193485,262.062913579018,11.9859445309644,3.81587759344849,37.6487093155219,0.0834310552177684,0.0265613355193485,0.262062913579018,29287.7971855385,9324.14201926628,91995.0663781005,1,-3.81671282562382,-0.20089294237939
"nkasi","nkasi",NA,298325.08,3,83.8329187608163,26.5975153261835,264.233639186554,11.9284884122083,3.78452949094032,37.5974968991019,0.0838329187608163,0.0265975153261835,0.264233639186554,25009.462195954,7934.70588748493,78827.52154902,1,-3.64965874096066,-0.331285709933913
"itilima","itilima",NA,326581.56,2,84.200759688584,26.7901756727057,264.640591340274,11.8763774067894,3.77870981520821,37.3271161868048,0.084200759688584,0.0267901756727057,0.264640591340274,27498.4154522829,8749.17736386629,86426.7371592293,1,-3.81671282562382,-0.18152187662339
"bahi","bahi",NA,230599.458,2,84.3442121690153,26.8327375553619,265.121891187368,11.8561780860093,3.77184998010321,37.2679082011956,0.0843442121690153,0.0268327375553619,0.265121891187368,19449.7296116119,6187.6147369227,61136.9644117421,1,-3.81671282562382,-0.177931208492662
"kilosa","kilosa",NA,455877.27,2,86.6617677126271,27.4231543662759,273.865722475501,11.5391138029405,3.65142446802359,36.4655351694248,0.0866617677126271,0.0274231543662759,0.273865722475501,39507.1300782066,12501.5927472865,124849.157908709,1,-3.61191841297781,-0.293029678778376
"momba","momba",NA,221144.7048,6,86.7563974285921,27.223701676941,276.474984339219,11.5265274912214,3.61696376397315,36.7326975540222,0.0867563974285921,0.027223701676941,0.276474984339219,19185.7178988575,6020.37747091038,61140.9787962812,1,-3.32423634052603,-0.53273045915404
"kondoa","kondoa",NA,275125.0504,1,87.5199257561044,27.7373258825169,276.1526989587,11.4259694733602,3.62118495951964,36.0525021134179,0.0875199257561044,0.0277373258825169,0.2761526989587,24078.9239846525,7631.23318138867,75976.5252191084,1,-3.72970144863419,-0.173163619009189
"mbarali","mbarali",NA,318818.4853,3,88.020680319872,27.6603127999802,280.099513696702,11.3609664952139,3.57015971503193,36.1528811055498,0.088020680319872,0.0276603127999802,0.280099513696702,28062.6199746571,8818.61902981387,89300.9026900492,1,-3.38139475436598,-0.454130280089445
"chunya","chunya",NA,308168.1102,3,88.4819551000229,27.6394119832844,283.25698039659,11.3017394209878,3.53036313032743,36.1802197747468,0.0884819551000229,0.0276394119832844,0.28325698039659,27267.3168899753,8517.585357928,87290.7683497756,1,-3.2188758248682,-0.579818495252942
"siha","siha",NA,123396.4617,3,89.2086200242667,28.1794993157931,282.410194640111,11.2096790615972,3.54094865900414,35.4867909040369,0.0892086200242667,0.0281794993157931,0.282410194640111,11008.0280641343,3477.25050804644,34848.418766598,1,-3.61191841297781,-0.231932057347289
"kishapu","kishapu",NA,278477.099,1,89.2196986634386,28.0464262154547,283.820639693781,11.2082871269525,3.52335193479557,35.655166626861,0.0892196986634386,0.0280464262154547,0.283820639693781,24845.6428574486,7810.28740979738,79037.5483782484,1,-3.41124771751566,-0.400477566597125
"mvomero","mvomero",NA,324718.2036,2,89.5078481271114,28.1809080728482,284.293708905184,11.1722046828775,3.51748902165653,35.4850169275944,0.0895078481271114,0.0281809080728482,0.284293708905184,29064.8276519372,9150.853845232,92315.3424504725,1,-3.47376807449699,-0.341082849178896
"korogwe","korogwe",NA,251816.3352,2,91.0843709131468,28.7650603272391,288.418050588528,10.9788319332364,3.46718937306269,34.7643978014901,0.0910843709131468,0.0287650603272391,0.288418050588528,22936.5324773461,7243.51207341226,72628.3765047313,1,-3.68887945411394,-0.123298216344494
"arusha","arusha",NA,342880.7582,3,91.7724789377069,28.183673813438,298.832151767104,10.8965128933564,3.3463601359045,35.4815346863402,0.0917724789377069,0.028183673813438,0.298832151767104,31467.0171600545,9663.63944601311,102463.794772442,1,-2.86470401114759,-0.800732391239883
"meru","meru",NA,278977.0176,2,92.2739979034824,28.8106292106171,295.532965519343,10.8372891900272,3.38371727242912,34.7094120260132,0.0922739979034824,0.0288106292106171,0.295532965519343,25742.3247371422,8037.50341235739,82446.90532307,1,-3.24419363285249,-0.470003629245736
"serengeti","serengeti",45071.4830153365,269772.672,4,93.2979782016092,29.3023806748433,297.058209471046,10.7183458771109,3.36634359232367,34.126919962463,0.0932979782016092,0.0293023806748433,0.297058209471046,25169.2448716459,7904.98153061365,80138.1869085399,1,-3.47376807449699,-0.253602758798918
"morogoro rural","morogoro rural",12527.3321764397,292001.5848,1,93.9770896325914,29.5212942021454,299.16348908478,10.6408913481951,3.34265388821097,33.8738536716093,0.0939770896325914,0.0295212942021454,0.29916348908478,27441.4591076083,8620.26469237351,87356.2129270534,1,-3.50655789731998,-0.210721031315653
"sikonge","sikonge",NA,190837.8747,3,94.1803206145982,29.4515796400619,301.170018704297,10.6179294514421,3.32038363015759,33.9540361576986,0.0941803206145982,0.0294515796400619,0.301170018704297,17973.1722246545,5620.4768650672,57474.6462928872,1,-3.32423634052603,-0.359536176219765
"kibaha rural","kibaha rural",9506.17788575026,74484.7281,3,94.625899620303,29.0264553615723,308.479308527827,10.5679312324914,3.24170851125268,34.4513302621128,0.094625899620303,0.0290264553615723,0.308479308527827,7048.18440443616,2162.0276353135,22976.9974201712,1,-2.84731226843572,-0.750776293396582
"uyui","uyui",NA,420777.3407,3,95.3791976751176,29.7592217854953,305.693186963079,10.4844664704165,3.27125380167788,33.6030292461277,0.0953791976751176,0.0297592217854953,0.305693186963079,40133.4051558356,12522.0062042022,128628.766280432,1,-3.27016911925575,-0.378336440719912
"manyoni","manyoni",NA,320978.8608,4,95.4084333547641,29.6957378838153,306.534533367215,10.4812537512447,3.26227517994536,33.6748662017594,0.0954084333547641,0.0296957378838153,0.306534533367215,30624.0902489249,9531.70411656245,98391.1053160684,1,-3.19418321227783,-0.441610554744518
"singida rural","singida rural",NA,234632.0484,2,95.639008773587,29.8819539478157,306.098457121237,10.4559845697206,3.26692270651964,33.4650137586835,0.095639008773587,0.0298819539478157,0.306098457121237,22439.9765354923,7011.26406497047,71820.5080064355,1,-3.32423634052603,-0.327116141697188
"iringa rural","iringa rural",NA,254032,0,96.0367829719452,29.953376342593,307.913992002481,10.4126769874427,3.2476601452783,33.3852180322665,0.0960367829719452,0.029953376342593,0.307913992002481,24396.4160519292,7609.11609906159,78220.0072163743,1,-3.27016911925575,-0.363843433417345
"chamwino","chamwino",NA,343896.9372,2,96.7198312388739,30.2209029210476,309.544879559541,10.3391412825178,3.23054931944901,33.0896797694136,0.0967198312388739,0.0302209029210476,0.309544879559541,33261.6537295496,10392.8759539668,106451.536006469,1,-3.35240721749272,-0.279713902802604
"babati rural","babati rural",NA,337883.1872,4,97.3218085236072,30.1657397090001,313.983164532835,10.2751892424752,3.18488413698189,33.1501899057242,0.0973218085236072,0.0301657397090001,0.313983164532835,32883.4028480245,10192.4962771226,106089.632359496,1,-3.10109278921182,-0.478035800943
"chemba","chemba",NA,245233.7244,2,99.7070052716472,31.1267161024366,319.387591916967,10.0293855710092,3.13099201505604,32.1267427218806,0.0997070052716472,0.0311267161024366,0.319387591916967,24451.5202515365,7633.32051814198,78324.6086929451,1,-3.41124771751566,-0.166054584330083
"igunga","igunga",NA,415875.9708,2,100.689314623946,30.87155127078,328.403907873457,9.93154043936835,3.04503075641027,32.3922821768436,0.100689314623946,0.03087155127078,0.328403907873457,41874.2664684201,12838.7363548376,136575.294001388,1,-2.86470401114759,-0.605136303237232
"same","same",NA,280707.2028,2,101.836566735544,31.5614453083534,328.587180439992,9.81965547401915,3.04333236208715,31.6842270761069,0.101836566735544,0.0315614453083534,0.328587180439992,28586.25779109,8859.52502883308,92236.7882972491,1,-3.17008566069877,-0.324346056823372
"mwanga","mwanga",NA,134083.9842,1,102.7032084022,31.5864030406504,333.939543623594,9.73679416210507,2.99455401163022,31.6591920489662,0.1027032084022,0.0315864030406504,0.333939543623595,13770.8553726899,4235.2307662374,44775.9444909813,1,-2.95651156040071,-0.486133011175619
"nzega","nzega",NA,522542.9808,2,103.614589278577,31.7366271553062,338.283682725028,9.65115054706645,2.9560988338088,31.5093344704339,0.103614589278577,0.0317366271553062,0.338283682725028,54143.0763359951,16583.751754272,176767.763927138,1,-2.86470401114759,-0.544727175441672
"ikungi","ikungi",NA,289582.2031,3,108.427747439503,33.208424456887,354.023914325344,9.22273148354344,2.82466793777386,30.1128408334534,0.108427747439503,0.033208424456887,0.354023914325344,31398.7459807016,9616.56871570526,102519.025060419,1,-2.91877123241786,-0.403467105445491
"mkalama","mkalama",NA,177578.8797,-3,114.874715444554,34.991102805051,377.130161400985,8.70513581800915,2.65160441234703,28.5786934344821,0.114874715444554,0.034991102805051,0.377130161400985,20399.3232745003,6213.68083558849,66970.3515626672,1,-2.86470401114759,-0.327116141697188
"karatu","karatu",NA,244183.1094,3,115.271898214831,34.8338815722811,381.456499198296,8.67514125720659,2.62153090090663,28.7076821434607,0.115271898214831,0.0348338815722811,0.381456499198296,28147.4505325378,8505.84551479096,93145.2340750786,1,-2.65926003693278,-0.492658319810542
"meatu","meatu",NA,311723.6076,2,119.914935442016,36.2167414667917,397.042670314446,8.33924478476279,2.51862098148803,27.6115398431671,0.119914935442016,0.0362167414667917,0.397042670314446,37380.3162811064,11289.6133055448,123767.573561557,1,-2.70306265959117,-0.372514007968478
"hanang","hanang",NA,292797.791,3,120.366685327213,36.0219288498707,402.203307797395,8.30794664887156,2.48630476332069,27.760867669461,0.120366685327213,0.0360219288498707,0.402203307797395,35243.0995738002,10547.1411948013,117764.24005597,1,-2.48891467118554,-0.544727175441672
"mbulu","mbulu",NA,339783.9911,3,126.090671063246,37.5442615737057,423.469703831241,7.93080084012247,2.36144402055859,26.6352288761049,0.126090671063246,0.0375442615737057,0.423469703831241,42843.5914543471,12756.9390404161,143888.226077714,1,-2.43041846450393,-0.49593701127224
"simanjiro","simanjiro",NA,185912.1972,2,147.469587581253,40.6192168733429,535.393858754006,6.78105917566914,1.8677838448264,24.6188892099559,0.147469587581253,0.0406192168733428,0.535393858754006,27416.3950474086,7551.60785746648,99536.2486483437,1,-1.2801341652915,-1.13320373343773
"longido","longido",NA,133202.2848,4,169.959951057111,43.8741777424154,658.391483321403,5.88373904428797,1.51885318284385,22.7924499433581,0.169959951057111,0.0438741777424154,0.658391483321403,22639.0538053034,5844.14071901103,87699.249871272,1,-0.544727175441672,-1.45243416362444
"ngorongoro","ngorongoro",NA,184891.5302,3,177.970324969644,45.4653942239716,696.649333199906,5.61891427781889,1.43544241319621,21.9947504485236,0.177970324969644,0.0454653942239716,0.696649333199906,32905.2057138287,8406.16630921635,128804.56122814,1,-0.429245636773568,-1.45243416362444
"monduli","monduli",NA,171897.6064,4,186.323518491073,50.5737204028011,686.452435501869,5.36700899649396,1.45676517160128,19.7731152075696,0.186323518491073,0.0505737204028011,0.686452435501869,32028.5668446417,8693.50148398435,117999.530570222,1,-1.15836229307388,-0.742337424750717
"kiteto","kiteto",NA,269747.5725,5,189.847152318564,52.4902108777241,686.6411972973,5.2673953113713,1.45636469809286,19.0511713189627,0.189847152318564,0.0524902108777241,0.6866411972973,51210.8084839705,14159.1069642792,185219.79614944,1,-1.48722027970985,-0.426178149705706
