"X","ID","Biter_ID","Freq","prop"
2183,132,127,3432,6.864
2184,132,142,12633,25.266
2185,132,229,312,0.624
2186,132,264,1,0.002
2187,132,286,5,0.01
2188,132,336,2,0.004
2189,132,418,365,0.73
2190,132,425,343,0.686
2191,133,96,2,0.004
2192,133,121,1,0.002
2193,133,122,242,0.484
2194,133,123,1,0.002
2195,133,124,1,0.002
2196,133,125,32,0.064
2197,133,127,3,0.006
2198,133,130,21331,42.662
2199,133,132,3163,6.326
2200,133,134,2538,5.076
2201,133,138,14,0.028
2202,133,139,70,0.14
2203,133,140,7934,15.868
2204,133,141,10903,21.806
2205,133,142,9,0.018
2206,133,143,366,0.732
2207,133,287,2,0.004
2208,133,288,127,0.254
2209,133,289,147,0.294
2210,133,290,175,0.35
2211,133,303,1,0.002
2212,133,316,453,0.906
2213,133,320,83,0.166
2214,133,321,2300,4.6
2215,133,322,48,0.096
2216,133,323,1,0.002
2217,133,337,5,0.01
2218,133,338,26,0.052
2219,133,419,19,0.038
2220,133,428,3,0.006
2221,130,96,7,0.014
2222,130,99,1,0.002
2223,130,120,1,0.002
2224,130,121,6,0.012
2225,130,123,17,0.034
2226,130,124,157,0.314
2227,130,125,439,0.878
2228,130,127,20,0.04
2229,130,132,34483,68.966
2230,130,137,43,0.086
2231,130,138,135,0.27
2232,130,139,1058,2.116
2233,130,142,65,0.13
2234,130,143,13470,26.94
2235,130,229,4,0.008
2236,130,292,4,0.008
2237,130,298,8,0.016
2238,130,300,10,0.02
2239,130,315,8,0.016
2240,130,323,55,0.11
2241,130,418,1,0.002
2242,130,429,1,0.002
2243,130,430,7,0.014
2244,131,93,1,0.002
2245,131,94,96,0.192
2246,131,95,1,0.002
2247,131,130,42687,85.374
2248,131,132,21,0.042
2249,131,133,153,0.306
2250,131,134,1,0.002
2251,131,135,3190,6.38
2252,131,136,3773,7.546
2253,131,139,1,0.002
2254,131,140,4,0.008
2255,131,141,3,0.006
2256,131,143,2,0.004
2257,131,285,43,0.086
2258,131,291,1,0.002
2259,131,334,15,0.03
2260,131,420,8,0.016
2261,134,96,1,0.002
2262,134,120,3,0.006
2263,134,121,32,0.064
2264,134,123,43,0.086
2265,134,124,234,0.468
2266,134,125,275,0.55
2267,134,127,28,0.056
2268,134,130,7322,14.644
2269,134,132,87,0.174
2270,134,137,7,0.014
2271,134,138,3,0.006
2272,134,139,7,0.014
2273,134,140,13688,27.376
2274,134,141,19198,38.396
2275,134,142,4,0.008
2276,134,143,536,1.072
2277,134,297,17,0.034
2278,134,312,19,0.038
2279,134,315,32,0.064
2280,134,320,7403,14.806
2281,134,322,1049,2.098
2282,134,323,9,0.018
2283,134,333,3,0.006
2284,136,95,1,0.002
2285,136,101,3,0.006
2286,136,117,1,0.002
2287,136,122,1,0.002
2288,136,130,3,0.006
2289,136,133,2,0.004
2290,136,134,149,0.298
2291,136,135,49836,99.672
2292,136,295,1,0.002
2293,136,316,1,0.002
2294,136,319,2,0.004
2295,135,93,47,0.094
2296,135,95,78,0.156
2297,135,98,17,0.034
2298,135,101,3582,7.164
2299,135,104,2,0.004
2300,135,117,624,1.248
2301,135,118,428,0.856
2302,135,120,1,0.002
2303,135,121,9,0.018
2304,135,122,375,0.75
2305,135,123,24,0.048
2306,135,124,87,0.174
2307,135,125,584,1.168
2308,135,127,56,0.112
2309,135,130,463,0.926
2310,135,132,106,0.212
2311,135,133,1999,3.998
2312,135,134,37211,74.422
2313,135,137,4,0.008
2314,135,138,3,0.006
2315,135,139,16,0.032
2316,135,140,125,0.25
2317,135,141,101,0.202
2318,135,142,14,0.028
2319,135,143,207,0.414
2320,135,229,2,0.004
2321,135,230,24,0.048
2322,135,290,1,0.002
2323,135,291,46,0.092
2324,135,292,1,0.002
2325,135,295,737,1.474
2326,135,296,1,0.002
2327,135,301,25,0.05
2328,135,315,3,0.006
2329,135,316,888,1.776
2330,135,317,505,1.01
2331,135,318,643,1.286
2332,135,319,803,1.606
2333,135,320,57,0.114
2334,135,321,84,0.168
2335,135,322,8,0.016
2336,135,335,2,0.004
2337,135,339,2,0.004
2338,135,449,5,0.01
2339,229,91,99,0.198
2340,229,103,31895,63.79
2341,229,127,14149,28.298
2342,229,142,3857,7.714
2343,137,92,1,0.002
2344,137,96,3457,6.914
2345,137,99,1445,2.89
2346,137,100,16884,33.768
2347,137,102,4069,8.138
2348,137,103,38,0.076
2349,137,106,2,0.004
2350,137,108,61,0.122
2351,137,110,167,0.334
2352,137,111,14,0.028
2353,137,112,412,0.824
2354,137,119,2,0.004
2355,137,120,334,0.668
2356,137,123,702,1.404
2357,137,124,11842,23.684
2358,137,125,104,0.208
2359,137,127,28,0.056
2360,137,132,3,0.006
2361,137,138,174,0.348
2362,137,139,145,0.29
2363,137,142,9,0.018
2364,137,143,6000,12
2365,137,229,4105,8.21
2366,137,429,2,0.004
2367,142,156,11,0.022
2368,142,161,4,0.008
2369,142,433,49985,99.97
2370,141,96,2,0.004
2371,141,125,4,0.008
2372,141,130,2700,5.4
2373,141,132,18,0.036
2374,141,137,1,0.002
2375,141,138,10,0.02
2376,141,139,124,0.248
2377,141,140,46904,93.808
2378,141,142,6,0.012
2379,141,143,186,0.372
2380,141,320,26,0.052
2381,141,322,15,0.03
2382,141,422,3,0.006
2383,141,430,1,0.002
2384,139,92,6,0.012
2385,139,99,16,0.032
2386,139,103,1,0.002
2387,139,106,1,0.002
2388,139,112,1,0.002
2389,139,120,27,0.054
2390,139,123,206,0.412
2391,139,125,223,0.446
2392,139,127,33,0.066
2393,139,132,2052,4.104
2394,139,138,46581,93.162
2395,139,142,696,1.392
2396,139,229,11,0.022
2397,139,292,5,0.01
2398,139,418,4,0.008
2399,139,425,9,0.018
2400,139,431,128,0.256
2401,138,91,12,0.024
2402,138,92,2078,4.156
2403,138,99,2136,4.272
2404,138,103,16,0.032
2405,138,106,36,0.072
2406,138,111,5,0.01
2407,138,112,184,0.368
2408,138,120,467,0.934
2409,138,123,4444,8.888
2410,138,125,2527,5.054
2411,138,127,275,0.55
2412,138,132,9797,19.594
2413,138,142,7798,15.596
2414,138,229,579,1.158
2415,138,292,32,0.064
2416,138,418,62,0.124
2417,138,425,809,1.618
2418,138,431,18726,37.452
2419,138,433,4,0.008
2420,138,444,10,0.02
2421,138,445,2,0.004
2422,138,453,1,0.002
2423,144,93,8,0.016
2424,144,94,46,0.092
2425,144,95,1,0.002
2426,144,97,13565,27.13
2427,144,98,6,0.012
2428,144,99,1,0.002
2429,144,101,70,0.14
2430,144,117,63,0.126
2431,144,118,48,0.096
2432,144,119,2,0.004
2433,144,120,41,0.082
2434,144,121,75,0.15
2435,144,122,370,0.74
2436,144,123,119,0.238
2437,144,124,164,0.328
2438,144,125,73,0.146
2439,144,127,38,0.076
2440,144,129,9429,18.858
2441,144,130,6,0.012
2442,144,131,6109,12.218
2443,144,133,15,0.03
2444,144,134,73,0.146
2445,144,135,9521,19.042
2446,144,136,9411,18.822
2447,144,137,3,0.006
2448,144,140,6,0.012
2449,144,141,5,0.01
2450,144,142,3,0.006
2451,144,143,21,0.042
2452,144,229,5,0.01
2453,144,230,20,0.04
2454,144,294,1,0.002
2455,144,295,1,0.002
2456,144,315,4,0.008
2457,144,316,72,0.144
2458,144,317,3,0.006
2459,144,318,4,0.008
2460,144,319,5,0.01
2461,144,320,1,0.002
2462,144,323,1,0.002
2463,144,334,9,0.018
2464,144,392,1,0.002
2465,144,417,180,0.36
2466,144,432,401,0.802
2467,140,96,44,0.088
2468,140,120,1,0.002
2469,140,121,4,0.008
2470,140,123,6,0.012
2471,140,124,25,0.05
2472,140,125,32,0.064
2473,140,127,3,0.006
2474,140,130,38830,77.66
2475,140,132,349,0.698
2476,140,137,30,0.06
2477,140,138,1214,2.428
2478,140,139,5327,10.654
2479,140,142,155,0.31
2480,140,143,3424,6.848
2481,140,229,1,0.002
2482,140,292,1,0.002
2483,140,297,1,0.002
2484,140,298,1,0.002
2485,140,323,2,0.004
2486,140,333,1,0.002
2487,140,418,3,0.006
2488,140,422,442,0.884
2489,140,425,5,0.01
2490,140,429,3,0.006
2491,140,430,78,0.156
2492,140,431,16,0.032
2493,140,448,2,0.004
2494,143,91,1,0.002
2495,143,92,3,0.006
2496,143,96,1894,3.788
2497,143,99,26,0.052
2498,143,100,344,0.688
2499,143,102,112,0.224
2500,143,110,2,0.004
2501,143,112,5,0.01
2502,143,120,77,0.154
2503,143,123,947,1.894
2504,143,124,16835,33.67
2505,143,125,1560,3.12
2506,143,127,420,0.84
2507,143,132,3354,6.708
2508,143,138,4483,8.966
2509,143,139,18894,37.788
2510,143,142,976,1.952
2511,143,229,47,0.094
2512,143,292,1,0.002
2513,143,425,1,0.002
2514,143,429,13,0.026
2515,143,431,5,0.01
2516,114,115,53,0.106
2517,114,116,21,0.042
2518,114,235,8,0.016
2519,114,239,42707,85.414
2520,114,241,6825,13.65
2521,114,249,310,0.62
2522,114,278,74,0.148
2523,114,281,2,0.004
2524,119,91,1,0.002
2525,119,103,555,1.11
2526,119,107,34,0.068
2527,119,111,4322,8.644
2528,119,112,34759,69.518
2529,119,116,119,0.238
2530,119,125,8845,17.69
2531,119,127,149,0.298
2532,119,142,4,0.008
2533,119,229,1204,2.408
2534,119,276,2,0.004
2535,119,309,1,0.002
2536,119,398,3,0.006
2537,119,399,2,0.004
2538,145,29,1,0.002
2539,145,31,1,0.002
2540,145,146,1397,2.794
2541,145,148,4,0.008
2542,145,152,1,0.002
2543,145,154,2407,4.814
2544,145,156,2,0.004
2545,145,176,3,0.006
2546,145,193,2,0.004
2547,145,197,2,0.004
2548,145,202,2679,5.358
2549,145,204,5,0.01
2550,145,285,4,0.008
2551,145,477,43401,86.802
2552,145,479,70,0.14
2553,145,481,21,0.042
2554,146,13,12,0.024
2555,146,14,23,0.046
2556,146,15,21,0.042
2557,146,17,1,0.002
2558,146,19,12,0.024
2559,146,28,4,0.008
2560,146,32,225,0.45
2561,146,34,13,0.026
2562,146,35,4,0.008
2563,146,36,7,0.014
2564,146,37,7,0.014
2565,146,38,3,0.006
2566,146,39,7,0.014
2567,146,40,4,0.008
2568,146,41,14,0.028
2569,146,68,95,0.19
2570,146,79,205,0.41
2571,146,82,37,0.074
2572,146,83,169,0.338
2573,146,85,129,0.258
2574,146,86,1,0.002
2575,146,88,36,0.072
2576,146,148,4612,9.224
2577,146,149,49,0.098
2578,146,150,30,0.06
2579,146,151,108,0.216
2580,146,152,420,0.84
2581,146,155,51,0.102
2582,146,156,1031,2.062
2583,146,167,6217,12.434
2584,146,184,5,0.01
2585,146,185,16132,32.264
2586,146,189,4,0.008
2587,146,190,5,0.01
2588,146,191,193,0.386
2589,146,192,368,0.736
2590,146,193,177,0.354
2591,146,194,3,0.006
2592,146,213,33,0.066
2593,146,215,1,0.002
2594,146,479,18878,37.756
2595,146,481,645,1.29
2596,146,485,1,0.002
2597,146,486,1,0.002
2598,146,491,4,0.008
2599,146,492,3,0.006
2600,147,145,103,0.206
2601,147,146,13,0.026
2602,147,153,209,0.418
2603,147,186,2,0.004
2604,147,212,18,0.036
2605,147,226,2,0.004
2606,147,478,12,0.024
2607,147,480,48472,96.944
2608,147,489,1169,2.338
2609,148,84,2,0.004
2610,148,88,1,0.002
2611,148,149,606,1.212
2612,148,150,347,0.694
2613,148,151,286,0.572
2614,148,152,29069,58.138
2615,148,155,604,1.208
2616,148,156,40,0.08
2617,148,158,11,0.022
2618,148,160,30,0.06
2619,148,163,8,0.016
2620,148,164,1691,3.382
2621,148,178,2,0.004
2622,148,181,127,0.254
2623,148,182,1629,3.258
2624,148,184,1532,3.064
2625,148,189,5,0.01
2626,148,190,1,0.002
2627,148,191,7299,14.598
2628,148,193,1837,3.674
2629,148,194,3852,7.704
2630,148,195,7,0.014
2631,148,213,773,1.546
2632,148,215,79,0.158
2633,148,221,2,0.004
2634,148,479,160,0.32
2635,149,150,40880,81.76
2636,149,151,1390,2.78
2637,149,156,21,0.042
2638,149,158,4465,8.93
2639,149,160,122,0.244
2640,149,161,3,0.006
2641,149,165,9,0.018
2642,149,180,110,0.22
2643,149,189,2998,5.996
2644,149,190,1,0.002
2645,149,481,1,0.002
2646,150,151,39848,79.696
2647,150,156,688,1.376
2648,150,160,8710,17.42
2649,150,162,16,0.032
2650,150,165,720,1.44
2651,150,190,18,0.036
2652,154,29,3,0.006
2653,154,30,29,0.058
2654,154,31,7,0.014
2655,154,68,4,0.008
2656,154,81,7,0.014
2657,154,82,1,0.002
2658,154,83,15,0.03
2659,154,85,5,0.01
2660,154,87,52,0.104
2661,154,146,127,0.254
2662,154,148,1611,3.222
2663,154,149,1465,2.93
2664,154,150,735,1.47
2665,154,151,112,0.224
2666,154,152,13991,27.982
2667,154,155,3522,7.044
2668,154,156,13,0.026
2669,154,158,46,0.092
2670,154,160,14,0.028
2671,154,162,1,0.002
2672,154,164,19,0.038
2673,154,165,7,0.014
2674,154,167,265,0.53
2675,154,168,11799,23.598
2676,154,169,9278,18.556
2677,154,174,2,0.004
2678,154,177,1,0.002
2679,154,178,1,0.002
2680,154,179,1693,3.386
2681,154,180,1,0.002
2682,154,181,5,0.01
2683,154,182,10,0.02
2684,154,183,763,1.526
2685,154,184,79,0.158
2686,154,185,1702,3.404
2687,154,189,75,0.15
2688,154,192,1,0.002
2689,154,193,3,0.006
2690,154,194,2,0.004
2691,154,196,456,0.912
2692,154,197,543,1.086
2693,154,198,605,1.21
2694,154,199,682,1.364
2695,154,213,5,0.01
2696,154,220,243,0.486
2697,153,80,44,0.088
2698,153,145,49,0.098
2699,153,148,7,0.014
2700,153,149,24,0.048
2701,153,150,26,0.052
2702,153,151,1,0.002
2703,153,152,154,0.308
2704,153,154,9071,18.142
2705,153,155,56,0.112
2706,153,157,211,0.422
2707,153,158,3,0.006
2708,153,159,1706,3.412
2709,153,166,2449,4.898
2710,153,168,1,0.002
2711,153,183,2,0.004
2712,153,185,4,0.008
2713,153,186,3514,7.028
2714,153,187,28917,57.834
2715,153,188,2636,5.272
2716,153,212,503,1.006
2717,153,477,65,0.13
2718,153,478,557,1.114
2719,155,149,41077,82.154
2720,155,150,4236,8.472
2721,155,151,644,1.288
2722,155,156,15,0.03
2723,155,158,1193,2.386
2724,155,160,53,0.106
2725,155,161,1,0.002
2726,155,165,15,0.03
2727,155,180,42,0.084
2728,155,189,1405,2.81
2729,155,195,34,0.068
2730,155,213,1284,2.568
2731,155,227,1,0.002
2733,157,73,33,0.066
2734,157,87,3,0.006
2735,157,145,1517,3.034
2736,157,148,4,0.008
2737,157,149,1,0.002
2738,157,150,1,0.002
2739,157,151,4,0.008
2740,157,152,4,0.008
2741,157,154,28653,57.306
2742,157,155,4,0.008
2743,157,158,44,0.088
2744,157,163,1,0.002
2745,157,164,389,0.778
2746,157,165,9,0.018
2747,157,167,196,0.392
2748,157,168,1378,2.756
2749,157,169,548,1.096
2750,157,170,73,0.146
2751,157,174,11,0.022
2752,157,176,6858,13.716
2753,157,177,1,0.002
2754,157,178,3,0.006
2755,157,179,3944,7.888
2756,157,180,69,0.138
2757,157,181,232,0.464
2758,157,182,274,0.548
2759,157,183,1517,3.034
2760,157,184,415,0.83
2761,157,185,42,0.084
2762,157,189,35,0.07
2763,157,196,11,0.022
2764,157,197,11,0.022
2765,157,198,3,0.006
2766,157,199,6,0.012
2767,157,202,2,0.004
2768,157,216,223,0.446
2769,157,220,27,0.054
2770,157,477,3454,6.908
2771,158,150,1347,2.694
2772,158,151,4079,8.158
2773,158,156,2,0.004
2774,158,160,6716,13.432
2775,158,161,10,0.02
2776,158,162,44,0.088
2777,158,165,333,0.666
2778,158,180,18771,37.542
2779,158,189,18696,37.392
2780,158,222,2,0.004
2781,159,145,8,0.016
2782,159,148,4,0.008
2783,159,151,1,0.002
2784,159,152,1,0.002
2785,159,154,686,1.372
2786,159,155,2,0.004
2787,159,157,16101,32.202
2788,159,158,29,0.058
2789,159,160,107,0.214
2790,159,161,5,0.01
2791,159,162,28,0.056
2792,159,163,9,0.018
2793,159,164,102,0.204
2794,159,169,1,0.002
2795,159,176,2,0.004
2796,159,178,1,0.002
2797,159,179,12,0.024
2798,159,180,2,0.004
2799,159,181,1,0.002
2800,159,182,21,0.042
2801,159,183,3491,6.982
2802,159,184,89,0.178
2803,159,185,591,1.182
2804,159,186,21478,42.956
2805,159,187,3065,6.13
2806,159,195,2,0.004
2807,159,196,122,0.244
2808,159,197,122,0.244
2809,159,198,137,0.274
2810,159,199,134,0.268
2811,159,207,230,0.46
2812,159,208,1,0.002
2813,159,212,2531,5.062
2814,159,215,3,0.006
2815,159,216,193,0.386
2816,159,217,433,0.866
2817,159,220,30,0.06
2818,159,221,3,0.006
2819,159,223,1,0.002
2820,159,224,1,0.002
2821,159,477,11,0.022
2822,159,478,209,0.418
2823,160,156,408,0.816
2824,160,161,10747,21.494
2825,160,162,28727,57.454
2826,160,165,9537,19.074
2827,160,190,269,0.538
2828,160,203,3,0.006
2829,160,228,309,0.618
2830,161,156,49982,99.964
2831,161,433,18,0.036
2832,162,156,156,0.312
2833,162,161,49844,99.688
2834,163,71,2,0.004
2835,163,84,8,0.016
2836,163,86,6,0.012
2837,163,149,14,0.028
2838,163,151,20,0.04
2839,163,152,14320,28.64
2840,163,155,25,0.05
2841,163,158,695,1.39
2842,163,160,312,0.624
2843,163,161,3273,6.546
2844,163,162,5128,10.256
2845,163,165,3,0.006
2846,163,178,16155,32.31
2847,163,180,787,1.574
2848,163,189,133,0.266
2849,163,193,110,0.22
2850,163,195,99,0.198
2851,163,200,124,0.248
2852,163,201,114,0.228
2853,163,205,1,0.002
2854,163,213,18,0.036
2855,163,218,360,0.72
2856,163,219,1399,2.798
2857,163,222,4610,9.22
2858,163,225,2190,4.38
2859,163,227,5,0.01
2860,163,228,21,0.042
2861,163,324,68,0.136
2862,164,152,69,0.138
2863,164,155,1,0.002
2864,164,158,13,0.026
2865,164,163,219,0.438
2866,164,178,10,0.02
2867,164,180,7,0.014
2868,164,181,10040,20.08
2869,164,184,39614,79.228
2870,164,189,4,0.008
2871,164,194,4,0.008
2872,164,221,19,0.038
2873,165,156,1478,2.956
2874,165,160,47460,94.92
2875,165,161,220,0.44
2876,165,162,830,1.66
2877,165,190,10,0.02
2878,165,228,2,0.004
2879,166,86,1,0.002
2880,166,154,1,0.002
2881,166,157,45,0.09
2882,166,159,233,0.466
2883,166,167,1,0.002
2884,166,168,9,0.018
2885,166,169,3,0.006
2886,166,175,1,0.002
2887,166,176,4,0.008
2888,166,179,6,0.012
2889,166,186,1,0.002
2890,166,188,49690,99.38
2891,166,478,5,0.01
2892,167,67,4,0.008
2893,167,68,22952,45.904
2894,167,71,15,0.03
2895,167,72,5,0.01
2896,167,74,4,0.008
2897,167,76,1,0.002
2898,167,77,1,0.002
2899,167,78,9,0.018
2900,167,79,237,0.474
2901,167,82,41,0.082
2902,167,83,1976,3.952
2903,167,84,26,0.052
2904,167,85,12422,24.844
2905,167,86,52,0.104
2906,167,148,11,0.022
2907,167,151,6,0.012
2908,167,152,24,0.048
2909,167,155,4,0.008
2910,167,158,2,0.004
2911,167,164,77,0.154
2912,167,165,122,0.244
2913,167,171,35,0.07
2914,167,173,66,0.132
2915,167,175,1245,2.49
2916,167,177,5532,11.064
2917,167,178,1183,2.366
2918,167,180,53,0.106
2919,167,181,830,1.66
2920,167,182,332,0.664
2921,167,184,99,0.198
2922,167,185,2553,5.106
2923,167,189,81,0.162
2924,168,29,18,0.036
2925,168,30,49,0.098
2926,168,31,36,0.072
2927,168,67,10,0.02
2928,168,68,330,0.66
2929,168,71,18,0.036
2930,168,72,6,0.012
2931,168,74,2,0.004
2932,168,75,225,0.45
2933,168,78,16,0.032
2934,168,79,10,0.02
2935,168,81,271,0.542
2936,168,82,16,0.032
2937,168,83,206,0.412
2938,168,84,21,0.042
2939,168,85,367,0.734
2940,168,86,20,0.04
2941,168,87,17607,35.214
2942,168,165,5,0.01
2943,168,167,816,1.632
2944,168,171,12,0.024
2945,168,172,145,0.29
2946,168,173,4,0.008
2947,168,174,15337,30.674
2948,168,175,39,0.078
2949,168,177,52,0.104
2950,168,178,2,0.004
2951,168,179,14358,28.716
2952,168,189,1,0.002
2953,168,196,1,0.002
2954,169,30,1,0.002
2955,169,68,77,0.154
2956,169,71,3,0.006
2957,169,75,2,0.004
2958,169,81,4,0.008
2959,169,83,1,0.002
2960,169,84,4,0.008
2961,169,85,27,0.054
2962,169,87,896,1.792
2963,169,167,88,0.176
2964,169,168,47606,95.212
2965,169,172,4,0.008
2966,169,174,662,1.324
2967,169,175,2,0.004
2968,169,177,1,0.002
2969,169,179,622,1.244
2970,177,67,14,0.028
2971,177,71,8,0.016
2972,177,72,31,0.062
2973,177,74,3,0.006
2974,177,76,6,0.012
2975,177,77,4,0.008
2976,177,78,110,0.22
2977,177,82,77,0.154
2978,177,84,8,0.016
2979,177,86,8,0.016
2980,177,148,1,0.002
2981,177,164,3,0.006
2982,177,165,1,0.002
2983,177,171,528,1.056
2984,177,173,1779,3.558
2985,177,175,47098,94.196
2986,177,178,218,0.436
2987,177,181,46,0.092
2988,177,182,55,0.11
2989,177,184,1,0.002
2990,177,189,1,0.002
2991,173,67,1593,3.186
2992,173,71,61,0.122
2993,173,72,6224,12.448
2994,173,74,826,1.652
2995,173,76,5606,11.212
2996,173,77,718,1.436
2997,173,84,33,0.066
2998,173,86,28,0.056
2999,173,90,1,0.002
3000,173,171,34905,69.81
3001,173,178,3,0.006
3002,173,181,2,0.004
3003,178,34,7,0.014
3004,178,35,8,0.016
3005,178,36,6,0.012
3006,178,38,3,0.006
3007,178,71,2877,5.754
3008,178,84,29245,58.49
3009,178,86,6188,12.376
3010,178,90,7,0.014
3011,178,151,14,0.028
3012,178,155,40,0.08
3013,178,158,105,0.21
3014,178,160,3,0.006
3015,178,165,945,1.89
3016,178,180,7119,14.238
3017,178,189,3433,6.866
3018,180,150,281,0.562
3019,180,151,1438,2.876
3020,180,160,1267,2.534
3021,180,161,20,0.04
3022,180,162,99,0.198
3023,180,165,7555,15.11
3024,180,189,39301,78.602
3025,180,222,39,0.078
3026,183,68,1,0.002
3027,183,85,1,0.002
3028,183,146,22,0.044
3029,183,148,32,0.064
3030,183,149,1,0.002
3031,183,151,4,0.008
3032,183,152,8,0.016
3033,183,155,3,0.006
3034,183,158,55,0.11
3035,183,160,38,0.076
3036,183,161,4,0.008
3037,183,162,5,0.01
3038,183,163,34,0.068
3039,183,164,2878,5.756
3040,183,165,1,0.002
3041,183,167,3712,7.424
3042,183,173,1,0.002
3043,183,177,1,0.002
3044,183,178,1,0.002
3045,183,180,5,0.01
3046,183,181,83,0.166
3047,183,182,529,1.058
3048,183,184,1684,3.368
3049,183,185,40890,81.78
3050,183,189,5,0.01
3051,183,215,2,0.004
3052,182,148,101,0.202
3053,182,152,9,0.018
3054,182,158,2,0.004
3055,182,163,110,0.22
3056,182,164,21640,43.28
3057,182,173,1,0.002
3058,182,178,88,0.176
3059,182,180,81,0.162
3060,182,181,25382,50.764
3061,182,184,2572,5.144
3062,182,189,1,0.002
3063,182,215,7,0.014
3064,182,221,6,0.012
3065,190,156,3380,6.76
3066,190,161,66,0.132
3067,190,162,129,0.258
3068,190,203,46425,92.85
3069,191,152,28,0.056
3070,191,163,1,0.002
3071,191,164,5,0.01
3072,191,184,5,0.01
3073,191,190,375,0.75
3074,191,193,9611,19.222
3075,191,194,39855,79.71
3076,191,195,14,0.028
3077,191,203,1,0.002
3078,191,205,28,0.056
3079,191,206,7,0.014
3080,191,209,1,0.002
3081,191,211,3,0.006
3082,191,213,63,0.126
3083,191,221,1,0.002
3084,191,286,1,0.002
3085,191,287,1,0.002
3086,192,148,328,0.656
3087,192,190,8,0.016
3088,192,191,49160,98.32
3089,192,193,195,0.39
3090,192,194,306,0.612
3091,192,215,1,0.002
3092,192,479,2,0.004
3093,193,13,1,0.002
3094,193,149,124,0.248
3095,193,150,27,0.054
3096,193,151,108,0.216
3097,193,155,219,0.438
3098,193,156,21,0.042
3099,193,158,5,0.01
3100,193,160,9,0.018
3101,193,161,3,0.006
3102,193,162,4,0.008
3103,193,189,3,0.006
3104,193,190,3591,7.182
3105,193,195,3366,6.732
3106,193,200,24,0.048
3107,193,201,3,0.006
3108,193,203,8,0.016
3109,193,206,182,0.364
3110,193,209,42,0.084
3111,193,210,27,0.054
3112,193,211,40,0.08
3113,193,213,42175,84.35
3114,193,227,17,0.034
3115,193,481,1,0.002
3116,194,149,4,0.008
3117,194,150,2,0.004
3118,194,151,9,0.018
3119,194,152,1177,2.354
3120,194,155,2,0.004
3121,194,158,1,0.002
3122,194,160,9,0.018
3123,194,161,14,0.028
3124,194,162,7,0.014
3125,194,163,249,0.498
3126,194,184,1883,3.766
3127,194,190,36,0.072
3128,194,193,20587,41.174
3129,194,195,23822,47.644
3130,194,200,161,0.322
3131,194,201,13,0.026
3132,194,203,2,0.004
3133,194,205,202,0.404
3134,194,206,33,0.066
3135,194,209,11,0.022
3136,194,210,4,0.008
3137,194,211,52,0.104
3138,194,213,1375,2.75
3139,194,218,5,0.01
3140,194,221,244,0.488
3141,194,227,91,0.182
3142,194,228,3,0.006
3143,194,324,2,0.004
3144,195,149,73,0.146
3145,195,150,6,0.012
3146,195,151,20,0.04
3147,195,158,56,0.112
3148,195,160,30,0.06
3149,195,161,29,0.058
3150,195,162,33,0.066
3151,195,180,2,0.004
3152,195,189,6,0.012
3153,195,190,11,0.022
3154,195,200,15287,30.574
3155,195,201,2424,4.848
3156,195,209,31,0.062
3157,195,210,15,0.03
3158,195,211,380,0.76
3159,195,213,28042,56.084
3160,195,227,3527,7.054
3161,195,228,28,0.056
3162,196,148,50,0.1
3163,196,151,3,0.006
3164,196,152,1,0.002
3165,196,158,2,0.004
3166,196,160,12,0.024
3167,196,161,204,0.408
3168,196,162,109,0.218
3169,196,163,28,0.056
3170,196,164,11,0.022
3171,196,179,170,0.34
3172,196,181,1,0.002
3173,196,182,4,0.008
3174,196,183,1610,3.22
3175,196,184,7,0.014
3176,196,185,3362,6.724
3177,196,190,2,0.004
3178,196,191,67,0.134
3179,196,192,134,0.268
3180,196,193,75,0.15
3181,196,194,6884,13.768
3182,196,195,5179,10.358
3183,196,200,3806,7.612
3184,196,201,415,0.83
3185,196,204,5663,11.326
3186,196,205,3,0.006
3187,196,206,2,0.004
3188,196,209,1,0.002
3189,196,210,2,0.004
3190,196,211,68,0.136
3191,196,213,36,0.072
3192,196,215,4157,8.314
3193,196,218,43,0.086
3194,196,219,2,0.004
3195,196,221,29,0.058
3196,196,222,3,0.006
3197,196,223,12082,24.164
3198,196,224,4604,9.208
3199,196,225,17,0.034
3200,196,227,898,1.796
3201,196,228,224,0.448
3202,196,324,5,0.01
3203,196,325,9,0.018
3204,196,326,11,0.022
3205,196,328,5,0.01
3206,205,193,110,0.22
3207,205,195,3,0.006
3208,205,203,154,0.308
3209,205,206,34829,69.658
3210,205,209,7356,14.712
3211,205,210,3959,7.918
3212,205,211,2394,4.788
3213,205,227,7,0.014
3214,205,263,2,0.004
3215,205,286,1,0.002
3216,205,292,4,0.008
3217,205,298,4,0.008
3218,205,299,1,0.002
3219,205,300,2,0.004
3220,205,324,1,0.002
3221,205,330,1148,2.296
3222,205,333,25,0.05
3223,201,161,6,0.012
3224,201,162,4,0.008
3225,201,200,40240,80.48
3226,201,211,55,0.11
3227,201,222,9,0.018
3228,201,227,7098,14.196
3229,201,228,2588,5.176
3230,206,195,85,0.17
3231,206,200,8,0.016
3232,206,201,1,0.002
3233,206,203,43,0.086
3234,206,209,10613,21.226
3235,206,210,35184,70.368
3236,206,211,4031,8.062
3237,206,213,11,0.022
3238,206,227,24,0.048
3239,207,202,107,0.214
3240,207,204,7,0.014
3241,207,206,3,0.006
3242,207,208,49878,99.756
