"layer","cellID","District","DistrictID","Village","VillageID"
1,1288,"Ngorongoro",1,"Ngaresero",10
1,1289,"Ngorongoro",1,"Ngaresero",10
1,1290,"Ngorongoro",1,"Ngaresero",10
1,1291,"Ngorongoro",1,"Ngaresero",10
1,1292,"Ngorongoro",1,"Ngaresero",10
1,1293,"Ngorongoro",1,"Ngaresero",10
1,1294,"Ngorongoro",1,"Ngaresero",10
1,1295,"Ngorongoro",1,"Ngaresero",10
1,1296,"Ngorongoro",1,"Ngaresero",10
1,1297,"Ngorongoro",1,"Ngaresero",10
1,1298,"Ngorongoro",1,"Ngaresero",10
1,1299,"Ngorongoro",1,"Ngaresero",10
1,1300,"Ngorongoro",1,"Ngaresero",10
1,1301,"Ngorongoro",1,"Ngaresero",10
1,1302,"Ngorongoro",1,"Arash",29
1,1303,"Ngorongoro",1,"Arash",29
1,1304,"Ngorongoro",1,"Arash",29
1,1305,"Ngorongoro",1,"Arash",29
1,1306,"Ngorongoro",1,"Arash",29
1,1307,"Ngorongoro",1,"Arash",29
1,1308,"Ngorongoro",1,"Arash",29
1,1309,"Ngorongoro",1,"Arash",29
1,1310,"Ngorongoro",1,"Arash",29
1,1311,"Ngorongoro",1,"Arash",29
1,1312,"Ngorongoro",1,"Arash",29
1,1313,"Ngorongoro",1,"Arash",29
1,1314,"Ngorongoro",1,"Arash",29
1,1315,"Ngorongoro",1,"Arash",29
1,1316,"Ngorongoro",1,"Arash",29
1,1317,"Ngorongoro",1,"Arash",29
1,1318,"Ngorongoro",1,"Arash",29
1,1319,"Ngorongoro",1,"Arash",29
1,1320,"Ngorongoro",1,"Arash",29
1,1321,"Ngorongoro",1,"Arash",29
1,1322,"Ngorongoro",1,"Arash",29
1,1323,"Ngorongoro",1,"Malambo",12
1,1324,"Ngorongoro",1,"Malambo",12
1,1325,"Ngorongoro",1,"Malambo",12
1,1326,"Ngorongoro",1,"Malambo",12
1,1327,"Ngorongoro",1,"Malambo",12
1,1328,"Ngorongoro",1,"Malambo",12
1,1329,"Ngorongoro",1,"Malambo",12
1,1330,"Ngorongoro",1,"Malambo",12
1,1331,"Ngorongoro",1,"Malambo",12
